reimbursement_type_code,meeting_type_code,meeting_type_name,expense_type_code,expense_type_name,issue_code,problem_title,sop_description,standard_handling,legacy_problem_code
MN,1,学术论坛,0,通用,18,会议人数_内部人数不符,根据SOP规定，学术论坛内部参会者不可少于2人（包含会议组织者）,请确认实际内部参会人数,MN010018
MN,1,学术论坛,0,通用,19,会议人数_外部人数不符,根据SOP规定，学术论坛外部外部参会者可以跨城市、跨医院、跨科室的HCP共同参与，外部参会人数不少于5人,请确认实际外部参会人数,MN010019
MN,1,学术论坛,0,通用,20,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,MN010020
MN,1,学术论坛,0,通用,21,报销范围_费用,根据SOP规定，学术论坛可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,MN010021
MN,1,学术论坛,2,会议餐费,1,缺餐厅门头照,根据SOP规定，会议餐费需提供餐厅门头照,请提供,MN010201
MN,1,学术论坛,2,会议餐费,2,餐费与会议时间不相连,根据SOP规定，会议餐费用餐时间应与会议时间相连，且与正常午餐或晚餐时间相近,请解释说明,MN010202
MN,1,学术论坛,2,会议餐费,3,会议餐费超人均,根据SOP规定，会议餐费，不应超过人均 300 元。如有超过上述标准的特殊情况，需获得部门负责人的审批,请提供,MN010203
MN,1,学术论坛,2,会议餐费,4,缺少水单,根据SOP规定，会议餐费≥300元，需提供水单明细,请将水单原件邮寄至我司，并将水单照片或扫描件补充上传至评论区,MN010204
MN,1,学术论坛,2,会议餐费,5,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN010205
MN,1,学术论坛,2,会议餐费,6,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN010206
MN,1,学术论坛,3,会议交通费,1,HCP飞机标准,根据SOP规定，HCP乘坐飞机，需选择经济舱，单程飞行时间超出8小时可提供商务舱。高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,MN010301
MN,1,学术论坛,4,会议租车费,1,会议租车明细,根据SOP规定，租车费用，提供详细行程单，包含：日期、接送人具体时间、客人姓名/电话、行程起点详细地址、送达详细地址、车型、金额等信息,请补充提供,MN010401
MN,1,学术论坛,4,会议租车费,2,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN010402
MN,1,学术论坛,4,会议租车费,3,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN010403
MN,1,学术论坛,5,会议火车票,1,HCP火车标准,根据SOP规定，HCP火车出行不得提供商务舱坐席，高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,MN010501
MN,1,学术论坛,6,会议茶歇,1,无会议的茶歇,根据SOP规定，会议茶歇不得独立于会议之外提供,请解释说明,MN010601
MN,1,学术论坛,6,会议茶歇,2,超市、商场或水果市场购买费用,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细,请提供,MN010602
MN,1,学术论坛,6,会议茶歇,3,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN010603
MN,1,学术论坛,6,会议茶歇,4,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN010604
MN,1,学术论坛,7,会议场租,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN010701
MN,1,学术论坛,7,会议场租,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN010702
MN,1,学术论坛,8,会议个人车辆,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN010801
MN,1,学术论坛,8,会议个人车辆,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN010802
MN,1,学术论坛,9,会议推广材料制作,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN010901
MN,1,学术论坛,9,会议推广材料制作,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN010902
MN,1,学术论坛,10,会议住宿费,1,HCP住宿标准,根据SOP规定，提供HCP的住宿费北上广深不得超过1000元/人/晚，其他城市不超过750元/人/晚，海外城市不超过2000元/人/晚，高于上述标准的住宿费需事前获得业务部负责人和合规审计部负责人的书面批准,请提供,MN011001
MN,1,学术论坛,10,会议住宿费,2,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN011002
MN,1,学术论坛,10,会议住宿费,3,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN011003
MN,1,学术论坛,11,会议杂项开支,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN011101
MN,1,学术论坛,11,会议杂项开支,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN011102
MN,2,患者教育,1,会议讲课费,1,非讲者库讲者,根据SOP规定，报销讲课费的讲者必须是讲者库中的讲者，且不能在会议结束后特批补入库,不符合要求不予支付讲课费,MN020101
MN,2,患者教育,1,会议讲课费,2,业务约定书不完整,根据SOP规定，业务约定书需完整正确的填写，并由HCP签字后将完整原件邮寄至我司,请提供,MN020102
MN,2,患者教育,1,会议讲课费,3,讲者人数超标,根据SOP规定，支付讲课费的人数不应超过外部参会总人数的20%,请确认，并告知需扣除讲课费的HCP姓名,MN020103
MN,2,患者教育,1,会议讲课费,4,讲者未全程参会,根据SOP规定，支付讲课费的专家需全程参会，并签到,请补充提供签到，不符合要求不予支付讲课费,MN020104
MN,2,患者教育,1,会议讲课费,5,演讲时长不达标,根据SOP规定，患者教育HCP讲课时长需≥20分钟,不符合要求不予支付讲课费,MN020105
MN,2,患者教育,1,会议讲课费,6,线上患者听课时长,根据SOP规定，线上患者教育患者累计听课时长需≥10分钟,不符合要求不予支付讲课费,MN020106
MN,2,患者教育,1,会议讲课费,7,线下患者听课时长,根据SOP规定，线下患者教育患者需全程参加,不符合要求不予支付讲课费,MN020107
MN,2,患者教育,1,会议讲课费,8,混合患教听课时长,根据SOP规定，混合患者教育线上患者的累计听课时长需≥10分钟，线下患者需全程参加。,不符合要求不予支付讲课费,MN020108
MN,2,患者教育,1,会议讲课费,9,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN020109
MN,2,患者教育,1,会议讲课费,10,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN020110
MN,2,患者教育,0,通用,1,会议权限_线上患教,根据SOP规定，线上患教可举办的组织者岗位为地区业务销售经理、医药代表、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,MN020001
MN,2,患者教育,0,通用,2,会议权限_线下患教,根据SOP规定，线下患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,MN020002
MN,2,患者教育,0,通用,3,会议权限_混合患教,根据SOP规定，混合患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,MN020003
MN,2,患者教育,0,通用,4,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,MN020004
MN,2,患者教育,0,通用,5,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,MN020005
MN,2,患者教育,0,通用,6,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,MN020006
MN,2,患者教育,0,通用,7,会议议程_时长不足,根据SOP规定，患者教育HCP讲课时长需≥20分钟,请确认,MN020007
MN,2,患者教育,0,通用,8,会议地点_不得跨区,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批,请提供,MN020008
MN,2,患者教育,0,通用,9,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,MN020009
MN,2,患者教育,0,通用,10,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,MN020010
MN,2,患者教育,0,通用,11,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,MN020011
MN,2,患者教育,0,通用,12,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,MN020012
MN,2,患者教育,0,通用,13,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,MN020013
MN,2,患者教育,0,通用,14,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,MN020014
MN,2,患者教育,0,通用,15,会议照片_缺照片水印,根据SOP规定，线下患教会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,MN020015
MN,2,患者教育,0,通用,16,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,MN020016
MN,2,患者教育,0,通用,17,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,MN020017
MN,2,患者教育,0,通用,18,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,MN020018
MN,2,患者教育,0,通用,19,会议照片_线下会议人数标准不符,根据SOP规定，线下患者教育会议照片需显示50%参会人员（内+外）,请补充提供，如不符合要求将不予报销,MN020019
MN,2,患者教育,0,通用,20,会议照片_缺线上会议截图,根据SOP规定，线上患者教育会议照片需显示课件名称及讲者画面,请补充提供，如不符合要求将不予报销,MN020020
MN,2,患者教育,0,通用,21,会议人数_内部人数不符,根据SOP规定，患者教育内部参会者需≥1人（包含会议组织者）,请确认实际内部参会人数,MN020021
MN,2,患者教育,0,通用,22,会议人数_外部人数不符,根据SOP规定，患者教育外部参会者需≥5人,请确认实际外部参会人数,MN020022
MN,2,患者教育,0,通用,23,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,MN020023
MN,2,患者教育,0,通用,24,报销范围_费用,根据SOP规定，患者教育可报销费用有讲课费、餐饮、交通,额外费用不予报销已为您扣除,MN020024
MN,2,患者教育,2,会议餐费,1,缺餐厅门头照,根据SOP规定，会议餐费需提供餐厅门头照,请提供,MN020201
MN,2,患者教育,2,会议餐费,2,餐费与会议时间不相连,根据SOP规定，会议餐费用餐时间应与会议时间相连，且与正常午餐或晚餐时间相近,请解释说明,MN020202
MN,2,患者教育,2,会议餐费,3,会议餐费超人均,根据SOP规定，会议餐费，不应超过人均 300 元。如有超过上述标准的特殊情况，需获得部门负责人的审批,请提供,MN020203
MN,2,患者教育,2,会议餐费,4,缺少水单,根据SOP规定，会议餐费≥300元，需提供水单明细,请将水单原件邮寄至我司，并将水单照片或扫描件补充上传至评论区,MN020204
MN,2,患者教育,2,会议餐费,5,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN020205
MN,2,患者教育,2,会议餐费,6,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN020206
MN,2,患者教育,6,会议茶歇,1,无会议的茶歇,根据SOP规定，会议茶歇不得独立于会议之外提供,请解释说明,MN020601
MN,2,患者教育,6,会议茶歇,2,超市、商场或水果市场购买费用,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细,请提供,MN020602
MN,2,患者教育,6,会议茶歇,3,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN020603
MN,2,患者教育,6,会议茶歇,4,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN020604
MN,3,院内会,2,会议餐费,1,缺餐厅门头照,根据SOP规定，会议餐费需提供餐厅门头照,请提供,MN030201
MN,3,院内会,2,会议餐费,2,餐费与会议时间不相连,根据SOP规定，会议餐费用餐时间应与会议时间相连，且与正常午餐或晚餐时间相近,请解释说明,MN030202
MN,3,院内会,2,会议餐费,3,会议餐费超人均,根据SOP规定，院内会会议餐费，不应超过人均 100元。如有超过上述标准的特殊情况，需获得部门负责人和合规部负责人的审批,请提供,MN030203
MN,3,院内会,2,会议餐费,4,缺少水单,根据SOP规定，会议餐费≥300元，需提供水单明细,请将水单原件邮寄至我司，并将水单照片或扫描件补充上传至评论区,MN030204
MN,3,院内会,2,会议餐费,5,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN030205
MN,3,院内会,2,会议餐费,6,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN030206
MN,3,院内会,0,通用,1,会议权限_院内会,根据SOP规定，院内会可举办的组织者岗位为医药代表、地区业务销售经理，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,MN030001
MN,3,院内会,0,通用,2,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,MN030002
MN,3,院内会,0,通用,3,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,MN030003
MN,3,院内会,0,通用,4,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,MN030004
MN,3,院内会,0,通用,5,会议议程_时长不足,根据SOP规定，院内会会议时长需≥20分钟,请确认,MN030005
MN,3,院内会,0,通用,6,会议地点_限院内,根据SOP规定，院内会地点仅限院内，不复核要求不予报销,已为您扣除,MN030006
MN,3,院内会,0,通用,7,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,MN030007
MN,3,院内会,0,通用,8,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,MN030008
MN,3,院内会,0,通用,9,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,MN030009
MN,3,院内会,0,通用,10,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,MN030010
MN,3,院内会,0,通用,11,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,MN030011
MN,3,院内会,0,通用,12,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,MN030012
MN,3,院内会,0,通用,13,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,MN030013
MN,3,院内会,0,通用,14,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,MN030014
MN,3,院内会,0,通用,15,会议照片_人数标准不符,根据SOP规定，院内会会议照片需显示100%外部参会人员,请补充提供，如不符合要求将不予报销,MN030015
MN,3,院内会,0,通用,16,会议人数_内部人数不符,根据SOP规定，院内会内部参会者需≥1人（含会议组织者）,请确认实际内部参会人数,MN030016
MN,3,院内会,0,通用,17,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,MN030017
MN,3,院内会,0,通用,18,报销范围_费用,根据SOP规定，院内会仅允许报销会议餐饮费,额外费用不予报销已为您扣除,MN030018
MN,3,院内会,6,会议茶歇,1,会议茶歇超人均,根据SOP规定，院内会议茶歇与会议餐费合计金额，不应超过人均 100元。如有超过上述标准的特殊情况，需获得部门负责人和合规部负责人的审批,请提供,MN030601
MN,3,院内会,6,会议茶歇,2,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN030602
MN,3,院内会,6,会议茶歇,3,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN030603
MN,4,多学科专家研讨会,1,会议讲课费,1,非讲者库讲者,根据SOP规定，报销讲课费的讲者必须是讲者库中的讲者，且不能在会议结束后特批补入库,不符合要求不予支付讲课费,MN040101
MN,4,多学科专家研讨会,1,会议讲课费,2,业务约定书不完整,根据SOP规定，业务约定书需完整正确的填写，并由HCP签字后将完整原件邮寄至我司,请提供,MN040102
MN,4,多学科专家研讨会,1,会议讲课费,5,讲者未全程参会,根据SOP规定，支付讲课费的专家需全程参会，并签到,请补充提供签到，不符合要求不予支付讲课费,MN040105
MN,4,多学科专家研讨会,1,会议讲课费,6,演讲时长不达标,根据SOP规定，多学科专家研讨会讲者讲课时间（包括手术演示、讨论问答）需≥20分钟,不符合要求不予支付讲课费,MN040106
MN,4,多学科专家研讨会,1,会议讲课费,7,点评时长不达标,根据SOP规定，多学科专家研讨会点评专家点评时长累计需≥10分钟，且必须具体体现在会议日程中,不符合要求不予支付讲课费,MN040107
MN,4,多学科专家研讨会,1,会议讲课费,8,点评专家讲课费标准,根据SOP规定，多学科专家研讨会点评专家的讲课费支付标准为80%*职级标准，但不得超过1000元,将为您扣除差额,MN040108
MN,4,多学科专家研讨会,1,会议讲课费,9,主席参会时长,根据SOP规定，多学科专家研讨会主席原则上应全程参加会议并致辞发言,不符合要求不予支付讲课费,MN040109
MN,4,多学科专家研讨会,1,会议讲课费,10,主席参会时长,根据SOP规定，多学科专家研讨会付费点评专家需提供签字的MDT点评记录,请提供,MN040110
MN,4,多学科专家研讨会,0,通用,1,会议权限_多学科专家研讨会,根据SOP规定，多学科专家研讨会可举办的组织者岗位为市场、医学和大区业务销售经理级以上，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,MN040001
MN,4,多学科专家研讨会,0,通用,2,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,MN040002
MN,4,多学科专家研讨会,0,通用,3,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,MN040003
MN,4,多学科专家研讨会,0,通用,4,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,MN040004
MN,4,多学科专家研讨会,0,通用,5,会议议程_时长不足,根据SOP规定，多学科专家研讨会会议时长需≥ 半天（2-4H）,请确认,MN040005
MN,4,多学科专家研讨会,0,通用,6,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,MN040006
MN,4,多学科专家研讨会,0,通用,7,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,MN040007
MN,4,多学科专家研讨会,0,通用,8,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,MN040008
MN,4,多学科专家研讨会,0,通用,9,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,MN040009
MN,4,多学科专家研讨会,0,通用,10,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,MN040010
MN,4,多学科专家研讨会,0,通用,11,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,MN040011
MN,4,多学科专家研讨会,0,通用,12,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,MN040012
MN,4,多学科专家研讨会,0,通用,13,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,MN040013
MN,4,多学科专家研讨会,0,通用,14,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,MN040014
MN,4,多学科专家研讨会,0,通用,15,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,MN040015
MN,4,多学科专家研讨会,0,通用,16,会议照片_人数标准不符,根据SOP规定，多学科专家研讨会会议照片需显示50%及以上参会人员（内+外）,请补充提供，如不符合要求将不予报销,MN040016
MN,4,多学科专家研讨会,0,通用,17,会议人数_内部人数不符,根据SOP规定，多学科专家研讨会内部参会者不可少于2人（包含会议组织者）,请确认实际内部参会人数,MN040017
MN,4,多学科专家研讨会,0,通用,18,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,MN040018
MN,4,多学科专家研讨会,0,通用,19,报销范围_费用,根据SOP规定，多学科专家研讨会可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,MN040019
MN,4,多学科专家研讨会,2,会议餐费,1,缺餐厅门头照,根据SOP规定，会议餐费需提供餐厅门头照,请提供,MN040201
MN,4,多学科专家研讨会,2,会议餐费,2,餐费与会议时间不相连,根据SOP规定，会议餐费用餐时间应与会议时间相连，且与正常午餐或晚餐时间相近,请解释说明,MN040202
MN,4,多学科专家研讨会,2,会议餐费,3,会议餐费超人均,根据SOP规定，会议餐费，不应超过人均 300 元。如有超过上述标准的特殊情况，需获得部门负责人的审批,请提供,MN040203
MN,4,多学科专家研讨会,2,会议餐费,4,缺少水单,根据SOP规定，会议餐费≥300元，需提供水单明细,请将水单原件邮寄至我司，并将水单照片或扫描件补充上传至评论区,MN040204
MN,4,多学科专家研讨会,2,会议餐费,5,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN040205
MN,4,多学科专家研讨会,2,会议餐费,6,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN040206
MN,4,多学科专家研讨会,3,会议交通费,1,HCP飞机标准,根据SOP规定，HCP乘坐飞机，需选择经济舱，单程飞行时间超出8小时可提供商务舱。高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,MN040301
MN,4,多学科专家研讨会,4,会议租车费,1,会议租车明细,根据SOP规定，租车费用，提供详细行程单，包含：日期、接送人具体时间、客人姓名/电话、行程起点详细地址、送达详细地址、车型、金额等信息,请补充提供,MN040401
MN,4,多学科专家研讨会,4,会议租车费,2,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN040402
MN,4,多学科专家研讨会,4,会议租车费,3,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN040403
MN,4,多学科专家研讨会,5,会议火车票,1,HCP火车标准,根据SOP规定，HCP火车出行不得提供商务舱坐席，高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,MN040501
MN,4,多学科专家研讨会,6,会议茶歇,1,无会议的茶歇,根据SOP规定，会议茶歇不得独立于会议之外提供,请解释说明,MN040601
MN,4,多学科专家研讨会,6,会议茶歇,2,超市、商场或水果市场购买费用,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细,请提供,MN040602
MN,4,多学科专家研讨会,6,会议茶歇,3,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN040603
MN,4,多学科专家研讨会,6,会议茶歇,4,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN040604
MN,4,多学科专家研讨会,7,会议场租,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN040701
MN,4,多学科专家研讨会,7,会议场租,2,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,MN040702
MN,4,多学科专家研讨会,8,会议个人车辆,1,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,MN040801
