Document Code,Meeting Code,会议类型,Expense Code,费用类型,Issue Code,问题类型,SOP描述,标准处理方法,"向员工展示的问题描述（合并问题描述和处理方法）"
MN011065,01,学术论坛,10,会议住宿费,65,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN011066,01,学术论坛,10,会议住宿费,66,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN011067,01,学术论坛,10,会议住宿费,67,会议照片_人数标准不符,根据SOP规定，学术论坛会议照片需显示50%及以上参会人员（内+外）,请补充提供，如不符合要求将不予报销,根据SOP规定，学术论坛会议照片需显示50%及以上参会人员（内+外）请补充提供，如不符合要求将不予报销
MN011068,01,学术论坛,10,会议住宿费,68,会议人数_内部人数不符,根据SOP规定，学术论坛内部参会者不可少于2人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，学术论坛内部参会者不可少于2人（包含会议组织者）请确认实际内部参会人数
MN011069,01,学术论坛,10,会议住宿费,69,会议人数_外部人数不符,根据SOP规定，学术论坛外部外部参会者可以跨城市、跨医院、跨科室的HCP共同参与，外部参会人数不少于5人,请确认实际外部参会人数,根据SOP规定，学术论坛外部外部参会者可以跨城市、跨医院、跨科室的HCP共同参与，外部参会人数不少于5人请确认实际外部参会人数
MN011070,01,学术论坛,10,会议住宿费,70,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN011071,01,学术论坛,10,会议住宿费,71,报销范围_费用,根据SOP规定，学术论坛可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,根据SOP规定，学术论坛可报销费用有讲课费、餐饮、住宿费、场租和交通费额外费用不予报销已为您扣除
MN011101,01,学术论坛,11,会议杂项开支,01,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN011102,01,学术论坛,11,会议杂项开支,02,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN011151,01,学术论坛,11,会议杂项开支,51,会议权限_学术论坛,根据SOP规定，学术论坛可举办的组织者岗位为地区业务销售经理及以上、市场、医学、临床运营、市场准入和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，学术论坛可举办的组织者岗位为地区业务销售经理及以上、市场、医学、临床运营、市场准入和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN011152,01,学术论坛,11,会议杂项开支,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN011153,01,学术论坛,11,会议杂项开支,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN011154,01,学术论坛,11,会议杂项开支,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN011155,01,学术论坛,11,会议杂项开支,55,会议议程_时长不足,根据SOP规定，学术论坛会议时长需≥ 半天（2-4H）,请确认,根据SOP规定，学术论坛会议时长需≥ 半天（2-4H）请确认
MN011156,01,学术论坛,11,会议杂项开支,56,会议地点_不得跨区,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批,请提供,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批请提供
MN011157,01,学术论坛,11,会议杂项开支,57,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议不符合要求不予报销
MN011158,01,学术论坛,11,会议杂项开支,58,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动不符合要求不予报销
MN011159,01,学术论坛,11,会议杂项开支,59,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN011160,01,学术论坛,11,会议杂项开支,60,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件请提供
MN011161,01,学术论坛,11,会议杂项开支,61,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN011162,01,学术论坛,11,会议杂项开支,62,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN011163,01,学术论坛,11,会议杂项开支,63,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN011164,01,学术论坛,11,会议杂项开支,64,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN011165,01,学术论坛,11,会议杂项开支,65,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN011166,01,学术论坛,11,会议杂项开支,66,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN011167,01,学术论坛,11,会议杂项开支,67,会议照片_人数标准不符,根据SOP规定，学术论坛会议照片需显示50%及以上参会人员（内+外）,请补充提供，如不符合要求将不予报销,根据SOP规定，学术论坛会议照片需显示50%及以上参会人员（内+外）请补充提供，如不符合要求将不予报销
MN011168,01,学术论坛,11,会议杂项开支,68,会议人数_内部人数不符,根据SOP规定，学术论坛内部参会者不可少于2人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，学术论坛内部参会者不可少于2人（包含会议组织者）请确认实际内部参会人数
MN011169,01,学术论坛,11,会议杂项开支,69,会议人数_外部人数不符,根据SOP规定，学术论坛外部外部参会者可以跨城市、跨医院、跨科室的HCP共同参与，外部参会人数不少于5人,请确认实际外部参会人数,根据SOP规定，学术论坛外部外部参会者可以跨城市、跨医院、跨科室的HCP共同参与，外部参会人数不少于5人请确认实际外部参会人数
MN011170,01,学术论坛,11,会议杂项开支,70,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN011171,01,学术论坛,11,会议杂项开支,71,报销范围_费用,根据SOP规定，学术论坛可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,根据SOP规定，学术论坛可报销费用有讲课费、餐饮、住宿费、场租和交通费额外费用不予报销已为您扣除
MN020101,02,患者教育,01,会议讲课费,01,非讲者库讲者,根据SOP规定，报销讲课费的讲者必须是讲者库中的讲者，且不能在会议结束后特批补入库,不符合要求不予支付讲课费,根据SOP规定，报销讲课费的讲者必须是讲者库中的讲者，且不能在会议结束后特批补入库不符合要求不予支付讲课费
MN020102,02,患者教育,01,会议讲课费,02,业务约定书不完整,根据SOP规定，业务约定书需完整正确的填写，并由HCP签字后将完整原件邮寄至我司,请提供,根据SOP规定，业务约定书需完整正确的填写，并由HCP签字后将完整原件邮寄至我司请提供
MN020103,02,患者教育,01,会议讲课费,03,讲者人数超标,根据SOP规定，支付讲课费的人数不应超过外部参会总人数的20%,请确认，并告知需扣除讲课费的HCP姓名,根据SOP规定，支付讲课费的人数不应超过外部参会总人数的20%请确认，并告知需扣除讲课费的HCP姓名
MN020104,02,患者教育,01,会议讲课费,04,讲者未全程参会,根据SOP规定，支付讲课费的专家需全程参会，并签到,请补充提供签到，不符合要求不予支付讲课费,根据SOP规定，支付讲课费的专家需全程参会，并签到请补充提供签到，不符合要求不予支付讲课费
MN020105,02,患者教育,01,会议讲课费,05,演讲时长不达标,根据SOP规定，患者教育HCP讲课时长需≥20分钟,不符合要求不予支付讲课费,根据SOP规定，患者教育HCP讲课时长需≥20分钟不符合要求不予支付讲课费
MN020106,02,患者教育,01,会议讲课费,06,线上患者听课时长,根据SOP规定，线上患者教育患者累计听课时长需≥10分钟,不符合要求不予支付讲课费,根据SOP规定，线上患者教育患者累计听课时长需≥10分钟不符合要求不予支付讲课费
MN020107,02,患者教育,01,会议讲课费,07,线下患者听课时长,根据SOP规定，线下患者教育患者需全程参加,不符合要求不予支付讲课费,根据SOP规定，线下患者教育患者需全程参加不符合要求不予支付讲课费
MN020108,02,患者教育,01,会议讲课费,08,混合患教听课时长,根据SOP规定，混合患者教育线上患者的累计听课时长需≥10分钟，线下患者需全程参加。,不符合要求不予支付讲课费,根据SOP规定，混合患者教育线上患者的累计听课时长需≥10分钟，线下患者需全程参加。不符合要求不予支付讲课费
MN020109,02,患者教育,01,会议讲课费,09,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN020110,02,患者教育,01,会议讲课费,10,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN020151,02,患者教育,01,会议讲课费,51,会议权限_线上患教,根据SOP规定，线上患教可举办的组织者岗位为地区业务销售经理、医药代表、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，线上患教可举办的组织者岗位为地区业务销售经理、医药代表、市场和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN020152,02,患者教育,01,会议讲课费,52,会议权限_线下患教,根据SOP规定，线下患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，线下患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN020153,02,患者教育,01,会议讲课费,53,会议权限_混合患教,根据SOP规定，混合患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，混合患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN020154,02,患者教育,01,会议讲课费,54,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN020155,02,患者教育,01,会议讲课费,55,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN020156,02,患者教育,01,会议讲课费,56,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN020157,02,患者教育,01,会议讲课费,57,会议议程_时长不足,根据SOP规定，患者教育HCP讲课时长需≥20分钟,请确认,根据SOP规定，患者教育HCP讲课时长需≥20分钟请确认
MN020158,02,患者教育,01,会议讲课费,58,会议地点_不得跨区,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批,请提供,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批请提供
MN020159,02,患者教育,01,会议讲课费,59,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议不符合要求不予报销
MN020160,02,患者教育,01,会议讲课费,60,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动不符合要求不予报销
MN020161,02,患者教育,01,会议讲课费,61,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN020162,02,患者教育,01,会议讲课费,62,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件请提供
MN020163,02,患者教育,01,会议讲课费,63,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN020164,02,患者教育,01,会议讲课费,64,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN020165,02,患者教育,01,会议讲课费,65,会议照片_缺照片水印,根据SOP规定，线下患教会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，线下患教会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN020166,02,患者教育,01,会议讲课费,66,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN020167,02,患者教育,01,会议讲课费,67,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN020168,02,患者教育,01,会议讲课费,68,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN020169,02,患者教育,01,会议讲课费,69,会议照片_线下会议人数标准不符,根据SOP规定，线下患者教育会议照片需显示50%参会人员（内+外）,请补充提供，如不符合要求将不予报销,根据SOP规定，线下患者教育会议照片需显示50%参会人员（内+外）请补充提供，如不符合要求将不予报销
MN020170,02,患者教育,01,会议讲课费,70,会议照片_缺线上会议截图,根据SOP规定，线上患者教育会议照片需显示课件名称及讲者画面,请补充提供，如不符合要求将不予报销,根据SOP规定，线上患者教育会议照片需显示课件名称及讲者画面请补充提供，如不符合要求将不予报销
MN020171,02,患者教育,01,会议讲课费,71,会议人数_内部人数不符,根据SOP规定，患者教育内部参会者需≥1人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，患者教育内部参会者需≥1人（包含会议组织者）请确认实际内部参会人数
MN020172,02,患者教育,01,会议讲课费,72,会议人数_外部人数不符,根据SOP规定，患者教育外部参会者需≥5人,请确认实际外部参会人数,根据SOP规定，患者教育外部参会者需≥5人请确认实际外部参会人数
MN020173,02,患者教育,01,会议讲课费,73,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN020174,02,患者教育,01,会议讲课费,74,报销范围_费用,根据SOP规定，患者教育可报销费用有讲课费、餐饮、交通,额外费用不予报销已为您扣除,根据SOP规定，患者教育可报销费用有讲课费、餐饮、交通额外费用不予报销已为您扣除
MN020201,02,患者教育,02,会议餐费,01,缺餐厅门头照,根据SOP规定，会议餐费需提供餐厅门头照,请提供,根据SOP规定，会议餐费需提供餐厅门头照请提供
MN020202,02,患者教育,02,会议餐费,02,餐费与会议时间不相连,根据SOP规定，会议餐费用餐时间应与会议时间相连，且与正常午餐或晚餐时间相近,请解释说明,根据SOP规定，会议餐费用餐时间应与会议时间相连，且与正常午餐或晚餐时间相近请解释说明
MN020203,02,患者教育,02,会议餐费,03,会议餐费超人均,根据SOP规定，会议餐费，不应超过人均 300 元。如有超过上述标准的特殊情况，需获得部门负责人的审批,请提供,根据SOP规定，会议餐费，不应超过人均 300 元。如有超过上述标准的特殊情况，需获得部门负责人的审批请提供
MN020204,02,患者教育,02,会议餐费,04,缺少水单,根据SOP规定，会议餐费≥300元，需提供水单明细,请将水单原件邮寄至我司，并将水单照片或扫描件补充上传至评论区,根据SOP规定，会议餐费≥300元，需提供水单明细请将水单原件邮寄至我司，并将水单照片或扫描件补充上传至评论区
MN020205,02,患者教育,02,会议餐费,05,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN020206,02,患者教育,02,会议餐费,06,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN020251,02,患者教育,02,会议餐费,51,会议权限_线上患教,根据SOP规定，线上患教可举办的组织者岗位为地区业务销售经理、医药代表、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，线上患教可举办的组织者岗位为地区业务销售经理、医药代表、市场和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN020252,02,患者教育,02,会议餐费,52,会议权限_线下患教,根据SOP规定，线下患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，线下患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN020253,02,患者教育,02,会议餐费,53,会议权限_混合患教,根据SOP规定，混合患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，混合患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN020254,02,患者教育,02,会议餐费,54,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN020255,02,患者教育,02,会议餐费,55,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN020256,02,患者教育,02,会议餐费,56,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN020257,02,患者教育,02,会议餐费,57,会议议程_时长不足,根据SOP规定，患者教育HCP讲课时长需≥20分钟,请确认,根据SOP规定，患者教育HCP讲课时长需≥20分钟请确认
MN020258,02,患者教育,02,会议餐费,58,会议地点_不得跨区,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批,请提供,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批请提供
MN020259,02,患者教育,02,会议餐费,59,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议不符合要求不予报销
MN020260,02,患者教育,02,会议餐费,60,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动不符合要求不予报销
MN020261,02,患者教育,02,会议餐费,61,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN020262,02,患者教育,02,会议餐费,62,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件请提供
MN020263,02,患者教育,02,会议餐费,63,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN020264,02,患者教育,02,会议餐费,64,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN020265,02,患者教育,02,会议餐费,65,会议照片_缺照片水印,根据SOP规定，线下患教会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，线下患教会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN020266,02,患者教育,02,会议餐费,66,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN020267,02,患者教育,02,会议餐费,67,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN020268,02,患者教育,02,会议餐费,68,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN020269,02,患者教育,02,会议餐费,69,会议照片_线下会议人数标准不符,根据SOP规定，线下患者教育会议照片需显示50%参会人员（内+外）,请补充提供，如不符合要求将不予报销,根据SOP规定，线下患者教育会议照片需显示50%参会人员（内+外）请补充提供，如不符合要求将不予报销
MN020270,02,患者教育,02,会议餐费,70,会议照片_缺线上会议截图,根据SOP规定，线上患者教育会议照片需显示课件名称及讲者画面,请补充提供，如不符合要求将不予报销,根据SOP规定，线上患者教育会议照片需显示课件名称及讲者画面请补充提供，如不符合要求将不予报销
MN020271,02,患者教育,02,会议餐费,71,会议人数_内部人数不符,根据SOP规定，患者教育内部参会者需≥1人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，患者教育内部参会者需≥1人（包含会议组织者）请确认实际内部参会人数
